"Order  #","Ext","Customer Code","Ship To","Ship To Name","Location","Customer PO No","Carrier","FOB","Attention","Tax Code","Terms","Currency","Total Order Amt","Total Tax","Total Discount","Freight Amt","Total Invoice","Invoice No","Invoice Date","Enter Date","Sch Ship Date","Ship Date","Status","Who Enter","Blanket","Multiple Ship To","Customer Name (from master)"
"1971954","0","C0000608","993NC","Invoice","NYC","6893397","KUBRA","DEST","","E7","N0","USD","667.11","41.34","0","0","708.45","INV0216908","2025-09-03","2025-08-01 9:47","2025-08-01 9:47","2025-08-31","Shipped/Transferred","sa","No","No","Equipment Company"
"1971782","0","C0000608","993NC","Invoice","NYC","6893121","KUBRA","DEST","","E7","N0","USD","497.62","0","0","0","497.62","INV0216224","2025-08-04","2025-08-01 7:17","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Equipment Company"
"1971780","0","C0000613","32NC","Invoice/Credit","NYC","6893105","KUBRA","DEST","","E7","N0","USD","1631.36","0","0","0","1631.36","INV0216198","2025-08-04","2025-08-01 7:13","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Nice-Pak"
"1971551","0","C0000613","3103NC","Invoice","NYC","6892328","KUBRA","DEST","","E7","N0","USD","36.65","1.44","0","0","38.09","INV0216910","2025-09-03","2025-08-01 1:31","2025-08-01 1:31","2025-08-31","Shipped/Transferred","sa","No","No","Nice-Pak"
"1971970","0","C0000628","13124LA","Inv-Unitec","LA","6893445","KUBRA","DEST","","E9","N0","USD","233.65","16.7","0","0","250.35","INV0216912","2025-09-03","2025-08-01 9:55","2025-08-01 9:55","2025-08-31","Shipped/Transferred","sa","No","No","Otis Elevator Company"
"1971498","0","C0000628","88LA","Invoice","LA","5025829","KUBRA","DEST","","E9","N0","USD","247.5","0","0","0","247.5","INV0215908","2025-08-04 2:16","2025-08-01 1:06","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Otis Elevator Company"
"1971933","0","C0000697","3512DL","Notice","DAL","6892385","Kubra","DEST","","E","N0","USD","49.16","0","0","0","49.16","INV0216915","2025-09-03","2025-08-01 9:33","2025-08-01 9:33","2025-08-31","Shipped/Transferred","sa","No","No","Florida Public Utilities"
"1971479","0","C0000697","279NC","Bill","NYC","5025802","Kubra","DEST","","E","N0","USD","900","0","0","0","900","INV0215894","2025-08-04 2:16","2025-08-01 0:52","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Florida Public Utilities"
"1972309","0","C0000702","2042NC","PD Letter","NYC","6894089","KUBRA","DEST","","E7","N0","USD","52.26","0.57","0","0","52.83","INV0216924","2025-09-03","2025-08-01 22:25","2025-08-01 22:25","2025-08-31","Shipped/Transferred","sa","No","No","Versant Power"
"1972308","0","C0000702","1859NC","Letter DTM","NYC","6894088","KUBRA","DEST","","E7","N0","USD","416.27","3.07","0","0","419.34","INV0216923","2025-09-03","2025-08-01 22:24","2025-08-01 22:24","2025-08-31","Shipped/Transferred","sa","No","No","Versant Power"
"1972307","0","C0000702","2176NC","DELetter","NYC","6894087","KUBRA","DEST","","E7","N0","USD","12.1","0.09","0","0","12.19","INV0216925","2025-09-03","2025-08-01 22:24","2025-08-01 22:24","2025-08-31","Shipped/Transferred","sa","No","No","Versant Power"
"1972286","0","C0000702","12762NC","VersantBill","NYC","6894040","KUBRA","DEST","","E7","N0","USD","3470.84","69.46","0","0","3540.3","INV0216921","2025-09-03","2025-08-01 21:39","2025-08-01 21:39","2025-08-31","Shipped/Transferred","sa","No","No","Versant Power"
"1971797","0","C0000702","1100NC","Idoxs","NYC","6893167","Kubra","DEST","","E7","N0","USD","39472.86","0","0","0","39472.86","INV0216042","2025-08-04","2025-08-01 7:34","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Versant Power"
"1971459","0","C0000702","284NC","Invoice","NYC","5025778","Kubra","DEST","","E7","N0","USD","2475","0","0","0","2475","INV0215878","2025-08-04 2:15","2025-08-01 0:50","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Versant Power"
"1971763","0","C0000752","13109NC","Bill Summary","NYC","6893041","KUBRA","DEST","","E","N60","USD","0","0","0","0","0","INV0216929","2025-09-03","2025-08-01 6:54","2025-08-01 6:54","2025-08-31","Shipped/Transferred","sa","No","No","Rochester Gas and Electric"
"1972090","0","C0000760","1165NC","Statement","NYC","6893646","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216930","2025-09-03","2025-08-01 14:45","2025-08-01 14:45","2025-08-31","Shipped/Transferred","sa","No","No","Midcontinent Communications"
"1971936","0","C0000775","768DL","Invoice","DAL","6892906","KUBRA","DEST","","E14","N0","USD","736.09","10.45","0","0","746.54","INV0216661","2025-08-18","2025-08-01 9:35","2025-08-01 9:35","2025-08-31","Shipped/Transferred","sa","No","No","DS Services"
"1972206","0","C0000827","867LA","Bill","LA","","KUBRA","DEST","","E13","N0","USD","1898.73","166.14","0","0","2064.87","INV0216545","2025-08-04","2025-08-01 19:20","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","City of Sacramento"
"1972348","0","C0000830","3093LA","Letter - DTM Top Address","LA","6894128","KUBRA","DEST","","E13","N0","USD","224.59","1.34","0","0","225.93","INV0216935","2025-09-03","2025-08-01 23:10","2025-08-01 23:10","2025-08-31","Shipped/Transferred","sa","No","No","City of Sacramento"
"1972347","0","C0000830","3169LA","Letter - DTM Bottom Address	","LA","6894127","KUBRA","DEST","","E13","N0","USD","206.43","1.69","0","0","208.12","INV0216936","2025-09-03","2025-08-01 23:10","2025-08-01 23:10","2025-08-31","Shipped/Transferred","sa","No","No","City of Sacramento"
"1972188","0","C0000831","12756NC","Bill - FG","NYC","6893868","Kubra","DEST","","E","N0","USD","26.91","0","0","0","26.91","INV0216938","2025-09-03","2025-08-01 18:34","2025-08-01 18:34","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1972048","0","C0000831","13042NC","Unitil","NYC","6893398","Kubra","DEST","Craig Huizenga","E","N0","USD","1.05","0","0","0","1.05","INV0216939","2025-09-03","2025-08-01 13:41","2025-08-01 13:41","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1971952","0","C0000831","13042NC","Unitil","NYC","6893389","Kubra","DEST","Craig Huizenga","E","N0","USD","0","0","0","0","0","","","2025-08-01 9:45","2025-08-01 9:45","2025-08-31","Void","sa","No","No","Unitil"
"1971500","0","C0000831","896NC","Bill - FG","NYC","5025831","Kubra","DEST","Craig Huizenga","E","N0","USD","0","0","0","0","0","INV0215909","2025-08-04 2:16","2025-08-01 1:06","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Unitil"
"1972189","0","C0000832","12756NC","Bill - Capitol & SC","NYC","6893868","Kubra","DEST","Craig Huizenga","E","N0","USD","32.99","0","0","0","32.99","INV0216941","2025-09-03","2025-08-01 18:34","2025-08-01 18:34","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1971944","0","C0000930","2341NC","UniSource Energy Services","NYC","6893059","KUBRA","DEST","","E7","N0","USD","0","0","0","0","0","INV0216946","2025-09-03","2025-08-01 9:40","2025-08-01 9:40","2025-08-31","Shipped/Transferred","sa","No","No","Unisource Energy Corporation"
"1971745","0","C0000930","551NC","UniSource Energy Services","NYC","6892840","KUBRA","DEST","","E","N0","USD","0","0","0","0","0","INV0216945","2025-09-03","2025-08-01 6:52","2025-08-01 6:52","2025-08-31","Shipped/Transferred","sa","No","No","Unisource Energy Corporation"
"1972264","0","C0000943","2438DL","Bill","DAL","6893869","KUBRA","DEST","","E","N0","USD","46.4","0","0","0","46.4","INV0216948","2025-09-03","2025-08-01 21:30","2025-08-01 21:30","2025-08-31","Shipped/Transferred","sa","No","No","WaterOne"
"1972192","0","C0000943","2559DL","Dunning Notice","DAL","6893870","KUBRA","DEST","","E","N0","USD","588.4","0","0","0","588.4","INV0216949","2025-09-03","2025-08-01 18:35","2025-08-01 18:35","2025-08-31","Shipped/Transferred","sa","No","No","WaterOne"
"1972185","0","C0000943","2438DL","Bill","DAL","6893855","KUBRA","DEST","","E","N0","USD","102.45","0","0","0","102.45","INV0216948","2025-09-03","2025-08-01 18:33","2025-08-01 18:33","2025-08-31","Shipped/Transferred","sa","No","No","WaterOne"
"1971998","0","C0000943","564DL","Bill","DAL","6893346","KUBRA","DEST","","E","N0","USD","7920.32","0","0","0","7920.32","INV0216160","2025-08-04","2025-08-01 11:19","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","WaterOne"
"1971721","0","C0000943","1386NC","Water One","NYC","6892805","KUBRA","DEST","Dan Graves","E7","N0","USD","0","0","0","0","0","INV0216947","2025-09-03","2025-08-01 6:05","2025-08-01 6:05","2025-08-31","Shipped/Transferred","sa","No","No","WaterOne"
"1972296","0","C0000958","1081LA","BILL","LA","6894058","KUBRA","DEST","","E","N0","USD","1.02","0","0","0","1.02","INV0216955","2025-09-03","2025-08-01 22:18","2025-08-01 22:18","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1972294","0","C0000958","1081LA","BILL","LA","6894056","KUBRA","DEST","","E","N0","USD","122.24","0","0","0","122.24","INV0216955","2025-09-03","2025-08-01 22:17","2025-08-01 22:17","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1972270","0","C0000958","3472LA","Letters and Notices","LA","6894019","KUBRA","DEST","","E","N0","USD","24.3","0","0","0","24.3","INV0216956","2025-09-03","2025-08-01 21:34","2025-08-01 21:34","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1971702","0","C0000958","1081LA","BILL","LA","6892651","KUBRA","DEST","","E","N0","USD","10.32","0","0","0","10.32","INV0216955","2025-09-03","2025-08-01 5:21","2025-08-01 5:21","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1971672","0","C0000958","600NC","San Francisco PUC","NYC","6892888","KUBRA","DEST","","E7","N0","USD","0","0","0","0","0","INV0216954","2025-09-03","2025-08-01 3:55","2025-08-01 3:55","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1971669","0","C0000958","596NC","San Francisco PUC","NYC","6892871","KUBRA","DEST","","E7","N0","USD","0","0","0","0","0","INV0216953","2025-09-03","2025-08-01 3:52","2025-08-01 3:52","2025-08-31","Shipped/Transferred","sa","No","No","San Francisco Public Utilities"
"1972239","0","C0000959","2390DL","Field Order","DAL","6893952","KUBRA","DEST","","E14","N0","USD","0.3","0.02","0","0","0.32","INV0216957","2025-09-03","2025-08-01 20:46","2025-08-01 20:46","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972207","0","C0000959","2390DL","Field Order","DAL","6893907","KUBRA","DEST","","E14","N0","USD","0.44","0.04","0","0","0.48","INV0216957","2025-09-03","2025-08-01 19:20","2025-08-01 19:20","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972187","0","C0000959","2390DL","Field Order","DAL","6893859","KUBRA","DEST","","E14","N0","USD","0.14","0.01","0","0","0.15","INV0216957","2025-09-03","2025-08-01 18:34","2025-08-01 18:34","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972179","0","C0000959","2299LA","New Mexico-Invoice","LA","6892438","KUBRA","DEST","","E9","N0","USD","2.16","0.06","0","0","2.22","INV0216959","2025-09-03","2025-08-01 18:30","2025-08-01 18:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972175","0","C0000959","2390DL","Field Order","DAL","6893828","KUBRA","DEST","","E14","N0","USD","0.12","0.01","0","0","0.13","INV0216957","2025-09-03","2025-08-01 17:58","2025-08-01 17:58","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972133","0","C0000959","2390DL","Field Order","DAL","6893776","KUBRA","DEST","","E14","N0","USD","0.2","0.01","0","0","0.21","INV0216957","2025-09-03","2025-08-01 16:24","2025-08-01 16:24","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972112","0","C0000959","2390DL","Field Order","DAL","6893726","KUBRA","DEST","","E14","N0","USD","0.12","0.01","0","0","0.13","INV0216957","2025-09-03","2025-08-01 15:36","2025-08-01 15:36","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972101","0","C0000959","2392LA","Termination Letter-CA,HI,WA","LA","6892467","KUBRA","DEST","","E9","N0","USD","3952.01","108.24","0","0","4060.25","INV0216961","2025-09-03","2025-08-01 15:30","2025-08-01 15:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972094","0","C0000959","2390DL","Field Order","DAL","6893690","KUBRA","DEST","","E14","N0","USD","0.1","0.01","0","0","0.11","INV0216957","2025-09-03","2025-08-01 14:48","2025-08-01 14:48","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972087","0","C0000959","2390DL","Field Order","DAL","6893649","KUBRA","DEST","","E14","N0","USD","0.34","0.03","0","0","0.37","INV0216957","2025-09-03","2025-08-01 14:05","2025-08-01 14:05","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972078","0","C0000959","2390DL","Field Order","DAL","6893616","KUBRA","DEST","","E14","N0","USD","0.26","0.02","0","0","0.28","INV0216957","2025-09-03","2025-08-01 13:58","2025-08-01 13:58","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972065","0","C0000959","2390DL","Field Order","DAL","6893555","KUBRA","DEST","","E14","N0","USD","0.1","0.01","0","0","0.11","INV0216957","2025-09-03","2025-08-01 13:50","2025-08-01 13:50","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971977","0","C0000959","2390DL","Field Order","DAL","6893465","KUBRA","DEST","","E14","N0","USD","1.12","0.09","0","0","1.21","INV0216957","2025-09-03","2025-08-01 10:19","2025-08-01 10:19","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971975","0","C0000959","2391LA","Tenant Letter - CA","LA","6892469","KUBRA","DEST","","E9","N0","USD","79.84","1.91","0","0","81.75","INV0216960","2025-09-03","2025-08-01 10:17","2025-08-01 10:17","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971974","0","C0000959","3516DL","Welcome Letter","DAL","6892468","KUBRA","DEST","","E14","N0","USD","85.29","2.45","0","0","87.74","INV0216958","2025-09-03","2025-08-01 10:17","2025-08-01 10:17","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971461","0","C0000959","597NC","Cal Water - Invoice","NYC","5025780","KUBRA","DEST","","E7","N0","USD","400","0","0","0","400","INV0215879","2025-08-04 2:15","2025-08-01 0:50","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971667","0","C0000973","2029DL","Liberty Mutual Insurance","DAL","6892596","KUBRA","DEST","Margaret McCormick","E","N0","USD","0","0","0","0","0","INV0216963","2025-09-03","2025-08-01 3:51","2025-08-01 3:51","2025-08-31","Shipped/Transferred","sa","No","No","Liberty Mutual"
"1971482","0","C0000975","1232NC","Bills","NYC","5025806","KUBRA","DEST","","E","N0","USD","600","0","0","0","600","INV0215897","2025-08-04 2:16","2025-08-01 0:54","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Lakeland Electric"
"1971766","0","C0000982","13111NC","Bill","NYC","6893050","Kubra","DEST","","E","N60","USD","0","0","0","0","0","INV0216965","2025-09-03","2025-08-01 6:54","2025-08-01 6:54","2025-08-31","Shipped/Transferred","sa","No","No","NYSEG"
"1971809","0","C0000987","675NC","Service Bill","NYC","6893182","KUBRA","DEST","","E7","N0","USD","39776.2","0","0","0","39776.2","INV0215992","2025-08-04","2025-08-01 7:41","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","City of Charlotte"
"1971943","0","C0000992","1447NC","I-doxs","NYC","6893057","KUBRA","DEST","Attn:Jennifer.paine@countryfinancial.com","E","N0","USD","0","0","0","0","0","INV0216969","2025-09-03","2025-08-01 9:39","2025-08-01 9:39","2025-08-31","Shipped/Transferred","sa","No","No","CC Services Inc"
"1971853","0","C0000994","676NC","Convenience Fees","NYC","","KUBRA","DEST","","E","N0","USD","41.98","0","0","0","41.98","INV0215917","2025-08-04 2:19","2025-08-01 8:11","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","City of Charlotte - Housing & Neighborh"
"1972272","0","C0001001","2868NC","PDF Notice Fitchburg","NYC","6894021","Kubra","DEST","Craig Huizenga","E","N0","USD","260.16","0","0","0","260.16","INV0216971","2025-09-03","2025-08-01 21:35","2025-08-01 21:35","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1972273","0","C0001002","2868NC","PDF Notice-Capitol/SC","NYC","6894021","Kubra","DEST","Craig Huizenga","E","N0","USD","107.98","0","0","0","107.98","INV0216972","2025-09-03","2025-08-01 21:35","2025-08-01 21:35","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1972271","0","C0001003","2918NC","PDF Letter - All 5 entities","NYC","6894020","Kubra","DEST","Craig Huizenga","E","N0","USD","293.11","0","0","0","293.11","INV0216973","2025-09-03","2025-08-01 21:34","2025-08-01 21:34","2025-08-31","Shipped/Transferred","sa","No","No","Unitil"
"1972346","0","C0001022","838NC","City of Sacramento","NYC","6894126","KUBRA","DEST","","E7","N0","USD","0","0","0","0","0","INV0216979","2025-09-03","2025-08-01 23:09","2025-08-01 23:09","2025-08-31","Shipped/Transferred","sa","No","No","City of Sacramento"
"1972077","0","C0001047","1966DL","Invoice","DAL","6893596","Kubra","DEST","","E","N0","USD","1327.93","0","0","0","1327.93","INV0216983","2025-09-03","2025-08-01 13:57","2025-08-01 13:57","2025-08-31","Shipped/Transferred","sa","No","No","Jackson Energy Authority"
"1972068","0","C0001047","1966DL","Invoice","DAL","6893567","Kubra","DEST","","E","N0","USD","97.11","0","0","0","97.11","INV0216983","2025-09-03","2025-08-01 13:52","2025-08-01 13:52","2025-08-31","Shipped/Transferred","sa","No","No","Jackson Energy Authority"
"1971859","0","C0001047","1592DL","Bill","DAL","6893248","Kubra","DEST","","E","N0","USD","2473.03","0","0","0","2473.03","INV0216410","2025-08-04","2025-08-01 8:15","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Jackson Energy Authority"
"1971726","0","C0001124","2616NC","San Francisco Power","NYC","6892867","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0216984","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","New South Credit Union"
"1972318","0","C0001171","1073DL","idoxs","DAL","","Kubra","DEST","","E","N0","USD","180494.2","0","0","0","180494.2","INV0216348","2025-08-04","2025-08-01 22:44","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Oklahoma City Water Utilities Trust"
"1972291","0","C0001171","2311DL","Bill Net","DAL","6894041","Kubra","DEST","","E","N0","USD","94.06","0","0","0","94.06","INV0216987","2025-09-03","2025-08-01 22:16","2025-08-01 22:16","2025-08-31","Shipped/Transferred","sa","No","No","Oklahoma City Water Utilities Trust"
"1972263","0","C0001171","1073DL","idoxs","DAL","","Kubra","DEST","","E","N0","USD","510","0","0","0","510","INV0216348","2025-08-04","2025-08-01 21:19","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Oklahoma City Water Utilities Trust"
"1972010","0","C0001171","1073DL","idoxs","DAL","6893185","Kubra","DEST","","E","N0","USD","22000.3","0","0","0","22000.3","INV0216348","2025-08-04","2025-08-01 13:01","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Oklahoma City Water Utilities Trust"
"1971713","0","C0001171","1073NC","idoxs","NYC","6892733","Kubra","DEST","Peet Loessberg","E7","N0","USD","0","0","0","0","0","INV0216985","2025-09-03","2025-08-01 5:22","2025-08-01 5:22","2025-08-31","Shipped/Transferred","sa","No","No","Oklahoma City Water Utilities Trust"
"1971467","0","C0001171","924DL","Bills and Notices","DAL","5025786","Kubra","DEST","","E","N0","USD","740","0","0","0","740","INV0215884","2025-08-04 2:15","2025-08-01 0:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Oklahoma City Water Utilities Trust"
"1972116","0","C0001179","3403NC","PDF Bill","NYC","6893750","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216989","2025-09-03","2025-08-01 15:39","2025-08-01 15:39","2025-08-31","Shipped/Transferred","sa","No","No","Cleveland Public Power"
"1971830","0","C0001179","982NC","Bill","NYC","6893209","Kubra","DEST","","E7","N0","USD","4555.62","0","0","0","4555.62","INV0216138","2025-08-04","2025-08-01 7:54","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Cleveland Public Power"
"1971715","0","C0001179","983NC","Cleveland Public Power","NYC","6892750","","DEST","","E7","N0","USD","0","0","0","0","0","INV0216991","2025-09-03","2025-08-01 5:22","2025-08-01 5:22","2025-08-31","Shipped/Transferred","sa","No","No","Cleveland Public Power"
"1971760","0","C0001180","12979NC","BillsAFP","NYC","6893008","Kubra","DEST","","E","N30","USD","0","0","0","0","0","INV0216993","2025-09-03","2025-08-01 6:54","2025-08-01 6:54","2025-08-31","Shipped/Transferred","sa","No","No","The United Iluminating Company"
"1971759","0","C0001180","12979NC","BillsAFP","NYC","6893007","Kubra","DEST","","E","N30","USD","0","0","0","0","0","INV0216993","2025-09-03","2025-08-01 6:54","2025-08-01 6:54","2025-08-31","Shipped/Transferred","sa","No","No","The United Iluminating Company"
"1971499","0","C0001180","973NC","Bills","NYC","5025830","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216587","2025-08-04 13:51","2025-08-01 1:06","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","The United Iluminating Company"
"1972152","0","C0001183","966NC","Bill / Notice","NYC","","Kubra","DEST","","E","N0","USD","3808.55","0","0","0","3808.55","INV0216113","2025-08-04","2025-08-01 17:13","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Snohomish County PUD"
"1971905","0","C0001183","966NC","Bill / Notice","NYC","6893319","Kubra","DEST","Marsha Roetcisoender","E","N0","USD","39063.87","0","0","0","39063.87","INV0216113","2025-08-04","2025-08-01 8:46","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Snohomish County PUD"
"1971627","0","C0001183","12750NC","BillPDF","NYC","6892474","","DEST","Marsha Roetcisoender","E7","N30","USD","0","0","0","0","0","INV0216995","2025-09-03","2025-08-01 2:39","2025-08-01 2:39","2025-08-31","Shipped/Transferred","sa","No","No","Snohomish County PUD"
"1972230","0","C0001247","3051DL","Water Meter Change Letter","DAL","6893930","","DEST","","E","N0","USD","27.18","0","0","0","27.18","INV0216998","2025-09-03","2025-08-01 20:08","2025-08-01 20:08","2025-08-31","Shipped/Transferred","sa","No","No","City of Arlington"
"1972127","0","C0001247","2552DL","Bill","DAL","6893742","Kubra","DEST","","E","N0","USD","364.17","0","0","0","364.17","INV0216996","2025-09-03","2025-08-01 16:19","2025-08-01 16:19","2025-08-31","Shipped/Transferred","sa","No","No","City of Arlington"
"1972084","0","C0001247","2553DL","Letter","DAL","6893630","","DEST","","E","N0","USD","360.18","0","0","0","360.18","INV0216997","2025-09-03","2025-08-01 14:02","2025-08-01 14:02","2025-08-31","Shipped/Transferred","sa","No","No","City of Arlington"
"1972194","0","C0001256","938LA","Utility Bill","LA","","Kubra","DEST","","E","N0","USD","1.79","0","0","0","1.79","INV0215937","2025-08-04 2:24","2025-08-01 18:45","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Anchorage Water & Wastewater"
"1972007","0","C0001256","938LA","Utility Bill","LA","6893161","Kubra","DEST","","E","N0","USD","9412.41","0","0","0","9412.41","INV0216195","2025-08-04","2025-08-01 13:00","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Anchorage Water & Wastewater"
"1971757","0","C0001256","938LA","Utility Bill","LA","6892997","Kubra","DEST","","E","N0","USD","24.34","0","0","0","24.34","INV0217000","2025-09-03","2025-08-01 6:53","2025-08-01 6:53","2025-08-31","Shipped/Transferred","sa","No","No","Anchorage Water & Wastewater"
"1971712","0","C0001256","1025NC","Anchorage Water and WasteWater Utility","NYC","6892690","","DEST","Jayne M. Fritts","E7","N0","USD","0","0","0","0","0","INV0216999","2025-09-03","2025-08-01 5:22","2025-08-01 5:22","2025-08-31","Shipped/Transferred","sa","No","No","Anchorage Water & Wastewater"
"1971462","0","C0001274","1006NC","Bill (Bill B)","NYC","5025781","Kubra","DEST","","E20","N0","USD","7200","0","0","0","7200","INV0215880","2025-08-04 2:15","2025-08-01 0:50","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Central Hudson Gas & Electric Corporatio"
"1972149","0","C0001280","1995NC","City of Anaheim","NYC","6893804","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217004","2025-09-03","2025-08-01 17:05","2025-08-01 17:05","2025-08-31","Shipped/Transferred","sa","No","No","City of Anaheim"
"1972063","0","C0001280","1995NC","City of Anaheim","NYC","6893547","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217004","2025-09-03","2025-08-01 13:49","2025-08-01 13:49","2025-08-31","Shipped/Transferred","sa","No","No","City of Anaheim"
"1972006","0","C0001280","1045LA","Idoxs","LA","6893160","Kubra","DEST","","E","N30","USD","8705.52","0","0","0","8705.52","INV0216516","2025-08-04","2025-08-01 12:59","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","City of Anaheim"
"1971827","0","C0001282","997NC","Invoice","NYC","6893204","Kubra","DEST","","E7","N0","USD","986.5","0","0","0","986.5","INV0216497","2025-08-04","2025-08-01 7:53","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Cort Business Services"
"1971471","0","C0001282","997NC","Invoice","NYC","5025790","Kubra","DEST","","E7","N0","USD","742.5","0","0","0","742.5","INV0215888","2025-08-04 2:15","2025-08-01 0:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Cort Business Services"
"1972136","0","C0001288","0NC","Eversource Manual Hours","NYC","","Kubra","DEST","","E","N0","USD","594.3","0","0","0","594.3","INV0215931","2025-08-04 2:23","2025-08-01 16:31","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Eversource Energy"
"1971878","0","C0001313","1455NC","Bill","NYC","6893280","Kubra","DEST","","E","N0","USD","55049.78","0","0","0","55049.78","INV0216214","2025-08-04","2025-08-01 8:28","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Philadelphia Gas Works"
"1971765","0","C0001313","1514NC","NCOA Letter","NYC","6893048","Kubra","DEST","","E","N0","USD","0.79","0","0","0","0.79","INV0217010","2025-09-03","2025-08-01 6:54","2025-08-01 6:54","2025-08-31","Shipped/Transferred","sa","No","No","Philadelphia Gas Works"
"1972025","0","C0001386","1645DL","Invoice","DAL","6893265","Kubra","DEST","","E14","N0","USD","6168.99","508.95","0","0","6677.94","INV0216172","2025-08-04","2025-08-01 13:10","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Midwest Energy"
"1971965","0","C0001386","1645DL","Invoice","DAL","6893424","Kubra","DEST","","E14","N0","USD","62.91","2.37","0","0","65.28","INV0217013","2025-09-03","2025-08-01 9:51","2025-08-01 9:51","2025-08-31","Shipped/Transferred","sa","No","No","Midwest Energy"
"1971485","0","C0001386","1645DL","Invoice","DAL","5025812","Kubra","DEST","","E14","N0","USD","1125","92.81","0","0","1217.81","INV0215900","2025-08-04 2:16","2025-08-01 0:57","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Midwest Energy"
"1972292","0","C0001393","2261DL","Bill","DAL","6894042","Kubra","DEST","","E","N0","USD","135.16","0","0","0","135.16","INV0217015","2025-09-03","2025-08-01 22:16","2025-08-01 22:16","2025-08-31","Shipped/Transferred","sa","No","No","Cleco Power LLC"
