Order  #,Ext,Customer Code,Ship To,Ship To Name,Location,Customer PO No,Carrier,FOB,Attention,Tax Code,Terms,Currency,Total Order Amt,Total Tax,Total Discount,Freight Amt,Total Invoice,Invoice No,Invoice Date,Enter Date,Sch Ship Date,Ship Date,Status,Who Enter,Blanket,Multiple Ship To,,,,,,,,,,,,,,,,,,,,,,
1795111,0,C0000959,2390DL,Field Order,DAL,6400595,KUBRA,DEST,,E14,N0,USD,1.76,0.15,0,0,1.91,INV0204092,2024-07-02,2024-06-05 23:00,2024-06-05 23:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794862,0,C0000959,2390DL,Field Order,DAL,6400195,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-05 19:15,2024-06-05 19:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794849,0,C0000959,2390DL,Field Order,DAL,6400136,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-05 17:45,2024-06-05 17:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794845,0,C0000959,2299LA,New Mexico-Invoice,LA,6399078,KUBRA,DEST,,E9,N0,USD,2.9,0.1,0,0,3,,,2024-06-05 17:45,2024-06-05 17:45,2024-06-30,Void,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794843,0,C0000959,2299DL,New Mexico-Invoice,DAL,6399078,KUBRA,DEST,,E14,N0,USD,0,0,0,0,0,,,2024-06-05 17:45,2024-06-05 17:45,2024-06-30,Void,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794836,0,C0000959,2390DL,Field Order,DAL,6400081,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-05 16:16,2024-06-05 16:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794822,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6399081,KUBRA,DEST,,E9,N0,USD,14.35,0.38,0,0,14.73,INV0204190,2024-07-02,2024-06-05 15:30,2024-06-05 15:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794818,0,C0000959,2390DL,Field Order,DAL,6399994,KUBRA,DEST,,E14,N0,USD,0.32,0.03,0,0,0.35,INV0204092,2024-07-02,2024-06-05 14:46,2024-06-05 14:46,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794798,0,C0000959,2390DL,Field Order,DAL,6399960,KUBRA,DEST,,E14,N0,USD,0.32,0.03,0,0,0.35,INV0204092,2024-07-02,2024-06-05 13:16,2024-06-05 13:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794787,0,C0000959,2390DL,Field Order,DAL,6399907,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-05 12:31,2024-06-05 12:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794775,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6399098,KUBRA,DEST,,E9,N0,USD,0.86,0.02,0,0,0.88,INV0204190,2024-07-02,2024-06-05 12:30,2024-06-05 12:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794772,0,C0000959,2299LA,New Mexico-Invoice,LA,6398769,KUBRA,DEST,,E9,N0,USD,4.89,0.15,0,0,5.04,INV0204117,2024-07-02,2024-06-05 12:30,2024-06-05 12:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794770,0,C0000959,2299DL,New Mexico-Invoice,DAL,6398769,KUBRA,DEST,,E14,N0,USD,0,0,0,0,0,INV0204047,2024-07-02,2024-06-05 12:30,2024-06-05 12:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794766,0,C0000959,2390DL,Field Order,DAL,6399868,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-05 11:45,2024-06-05 11:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794744,0,C0000959,2390DL,Field Order,DAL,6399767,KUBRA,DEST,,E14,N0,USD,2.58,0.21,0,0,2.79,INV0204092,2024-07-02,2024-06-05 10:16,2024-06-05 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794739,0,C0000959,2393LA,Trim Letter - CA,LA,6399080,KUBRA,DEST,,E9,N0,USD,29.16,0.69,0,0,29.85,INV0203992,2024-07-02,2024-06-05 10:16,2024-06-05 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794738,0,C0000959,3516DL,Welcome Letter,DAL,6399079,KUBRA,DEST,,E14,N0,USD,119.99,3.24,0,0,123.23,INV0204009,2024-07-02,2024-06-05 10:15,2024-06-05 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794428,0,C0000959,2390DL,Field Order,DAL,6398876,KUBRA,DEST,,E14,N0,USD,2.06,0.17,0,0,2.23,INV0204092,2024-07-02,2024-06-04 22:16,2024-06-04 22:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794396,0,C0000959,2390DL,Field Order,DAL,6398806,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-04 21:31,2024-06-04 21:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794377,0,C0000959,2390DL,Field Order,DAL,6398741,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-04 20:45,2024-06-04 20:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794354,0,C0000959,2390DL,Field Order,DAL,6398690,KUBRA,DEST,,E14,N0,USD,0.26,0.02,0,0,0.28,INV0204092,2024-07-02,2024-06-04 19:15,2024-06-04 19:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794343,0,C0000959,2390DL,Field Order,DAL,6398650,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-04 18:31,2024-06-04 18:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794335,0,C0000959,2390DL,Field Order,DAL,6398619,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-04 17:45,2024-06-04 17:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794319,0,C0000959,2390DL,Field Order,DAL,6398559,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-04 16:15,2024-06-04 16:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794312,0,C0000959,2390DL,Field Order,DAL,6398516,KUBRA,DEST,,E14,N0,USD,0.34,0.03,0,0,0.37,INV0204092,2024-07-02,2024-06-04 15:31,2024-06-04 15:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794305,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6397655,KUBRA,DEST,,E9,N0,USD,1.72,0.04,0,0,1.76,INV0204190,2024-07-02,2024-06-04 15:30,2024-06-04 15:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794303,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6397637,KUBRA,DEST,,E9,N0,USD,71.87,1.82,0,0,73.69,INV0204190,2024-07-02,2024-06-04 15:30,2024-06-04 15:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794301,0,C0000959,2390DL,Field Order,DAL,6398478,KUBRA,DEST,,E14,N0,USD,0.42,0.04,0,0,0.46,INV0204092,2024-07-02,2024-06-04 14:46,2024-06-04 14:46,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794292,0,C0000959,2299LA,New Mexico-Invoice,LA,6397262,KUBRA,DEST,,E9,N0,USD,3.04,0.11,0,0,3.15,INV0204117,2024-07-02,2024-06-04 14:45,2024-06-04 14:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794290,0,C0000959,2299DL,New Mexico-Invoice,DAL,6397262,KUBRA,DEST,,E14,N0,USD,0,0,0,0,0,INV0204047,2024-07-02,2024-06-04 14:45,2024-06-04 14:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794278,0,C0000959,2390DL,Field Order,DAL,6398433,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-04 13:16,2024-06-04 13:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794259,0,C0000959,2390DL,Field Order,DAL,6398391,KUBRA,DEST,,E14,N0,USD,0.32,0.02,0,0,0.34,INV0204092,2024-07-02,2024-06-04 12:31,2024-06-04 12:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794247,0,C0000959,2390DL,Field Order,DAL,6398347,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-04 11:45,2024-06-04 11:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794224,0,C0000959,2390DL,Field Order,DAL,6398244,KUBRA,DEST,,E14,N0,USD,2.06,0.17,0,0,2.23,INV0204092,2024-07-02,2024-06-04 10:16,2024-06-04 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794217,0,C0000959,2391LA,Tenant Letter - CA,LA,6397589,KUBRA,DEST,,E9,N0,USD,11.4,0.29,0,0,11.69,INV0204340,2024-07-02,2024-06-04 10:15,2024-06-04 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794216,0,C0000959,2393LA,Trim Letter - CA,LA,6397587,KUBRA,DEST,,E9,N0,USD,17.16,0.4,0,0,17.56,INV0203992,2024-07-02,2024-06-04 10:15,2024-06-04 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794215,0,C0000959,3516DL,Welcome Letter,DAL,6397586,KUBRA,DEST,,E14,N0,USD,141.32,3.96,0,0,145.28,INV0204009,2024-07-02,2024-06-04 10:15,2024-06-04 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793969,0,C0000959,2390DL,Field Order,DAL,6397406,KUBRA,DEST,,E14,N0,USD,2.48,0.21,0,0,2.69,INV0204092,2024-07-02,2024-06-03 23:02,2024-06-03 23:02,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793812,0,C0000959,2390DL,Field Order,DAL,6397149,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-03 19:16,2024-06-03 19:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793800,0,C0000959,2390DL,Field Order,DAL,6397110,KUBRA,DEST,,E14,N0,USD,0.2,0.01,0,0,0.21,INV0204092,2024-07-02,2024-06-03 18:30,2024-06-03 18:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793764,0,C0000959,2390DL,Field Order,DAL,6397016,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-03 16:15,2024-06-03 16:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793756,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6395313,KUBRA,DEST,,E9,N0,USD,513.29,12.71,0,0,526,INV0204190,2024-07-02,2024-06-03 16:15,2024-06-03 16:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793744,0,C0000959,2390DL,Field Order,DAL,6396980,KUBRA,DEST,,E14,N0,USD,0.1,0.01,0,0,0.11,INV0204092,2024-07-02,2024-06-03 15:30,2024-06-03 15:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793736,0,C0000959,2390DL,Field Order,DAL,6396937,KUBRA,DEST,,E14,N0,USD,0.3,0.02,0,0,0.32,INV0204092,2024-07-02,2024-06-03 14:45,2024-06-03 14:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793712,0,C0000959,2390DL,Field Order,DAL,6396897,KUBRA,DEST,,E14,N0,USD,0.3,0.02,0,0,0.32,INV0204092,2024-07-02,2024-06-03 13:15,2024-06-03 13:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793704,0,C0000959,2390DL,Field Order,DAL,6396852,KUBRA,DEST,,E14,N0,USD,0.12,0.01,0,0,0.13,INV0204092,2024-07-02,2024-06-03 12:31,2024-06-03 12:31,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793690,0,C0000959,2392LA,"Termination Letter-CA,HI,WA",LA,6395309,KUBRA,DEST,,E9,N0,USD,11.69,0.32,0,0,12.01,INV0204190,2024-07-02,2024-06-03 12:30,2024-06-03 12:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793681,0,C0000959,2390DL,Field Order,DAL,6396813,KUBRA,DEST,,E14,N0,USD,0.22,0.01,0,0,0.23,INV0204092,2024-07-02,2024-06-03 11:46,2024-06-03 11:46,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793660,0,C0000959,3516DL,Welcome Letter,DAL,6395304,KUBRA,DEST,,E14,N0,USD,151.03,4.19,0,0,155.22,INV0204009,2024-07-02,2024-06-03 11:00,2024-06-03 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793645,0,C0000959,2390DL,Field Order,DAL,6396721,KUBRA,DEST,,E14,N0,USD,3.94,0.33,0,0,4.27,INV0204092,2024-07-02,2024-06-03 10:15,2024-06-03 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793644,0,C0000959,2391LA,Tenant Letter - CA,LA,6395307,KUBRA,DEST,,E9,N0,USD,42.96,1.09,0,0,44.05,INV0204340,2024-07-02,2024-06-03 10:15,2024-06-03 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793643,0,C0000959,2393LA,Trim Letter - CA,LA,6395306,KUBRA,DEST,,E9,N0,USD,14.58,0.35,0,0,14.93,INV0203992,2024-07-02,2024-06-03 10:15,2024-06-03 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804458,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6428462,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-29 3:50,2024-06-29 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803976,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6427050,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-28 4:35,2024-06-28 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803397,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6425520,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-27 4:35,2024-06-27 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802878,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6424277,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-26 7:15,2024-06-26 7:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802296,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6422594,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-25 4:35,2024-06-25 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801681,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6420218,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-22 4:35,2024-06-22 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801212,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6419127,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-21 7:15,2024-06-21 7:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800250,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6416019,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-19 4:36,2024-06-19 4:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799707,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6414615,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-18 4:36,2024-06-18 4:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799113,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6412255,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-15 6:06,2024-06-15 6:06,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798578,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6410869,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-14 4:35,2024-06-14 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798058,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6409258,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-13 4:36,2024-06-13 4:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797529,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6407896,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-12 4:35,2024-06-12 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797011,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6406374,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-11 4:35,2024-06-11 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796341,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6403951,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-08 4:35,2024-06-08 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795870,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6402778,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-07 5:20,2024-06-07 5:20,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795368,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6401297,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-06 7:15,2024-06-06 7:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794677,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6399560,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-05 6:06,2024-06-05 6:06,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794166,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6398079,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-04 7:15,2024-06-04 7:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793216,0,C0000973,2029DL,Liberty Mutual Insurance,DAL,6395338,KUBRA,DEST,Margaret McCormick,E,N0,USD,0,0,0,0,0,INV0203937,2024-07-02,2024-06-01 6:05,2024-06-01 6:05,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804652,0,C0000975,1232NC,Bills,NYC,5012336,KUBRA,DEST,,E,N0,USD,266,0,0,0,266,INV0203711,2024-07-02 1:22,2024-07-01 0:51,2024-06-30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795038,0,C0000975,634NH,Bills,NASH,6400508,KUBRA,DEST,Stephanie Floss/Diane Terry,E,N0,USD,0,0,0,0,0,INV0204365,2024-07-02,2024-06-05 22:24,2024-06-05 22:24,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803963,0,C0000982,648NC,NYSEG,NYC,6427199,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-28 3:51,2024-06-28 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803392,0,C0000982,648NC,NYSEG,NYC,6425672,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-27 3:51,2024-06-27 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802822,0,C0000982,648NC,NYSEG,NYC,6424093,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-26 3:50,2024-06-26 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802281,0,C0000982,648NC,NYSEG,NYC,6422556,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-25 3:50,2024-06-25 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801808,0,C0000982,648NC,NYSEG,NYC,6421107,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-24 3:50,2024-06-24 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801145,0,C0000982,648NC,NYSEG,NYC,6418961,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-21 3:51,2024-06-21 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800654,0,C0000982,648NC,NYSEG,NYC,6417481,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-20 3:50,2024-06-20 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800226,0,C0000982,648NC,NYSEG,NYC,6416089,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-19 3:52,2024-06-19 3:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799688,0,C0000982,648NC,NYSEG,NYC,6414573,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-18 3:52,2024-06-18 3:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799228,0,C0000982,648NC,NYSEG,NYC,6413116,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-17 3:50,2024-06-17 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798558,0,C0000982,648NC,NYSEG,NYC,6410851,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-14 3:51,2024-06-14 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798033,0,C0000982,648NC,NYSEG,NYC,6409381,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-13 3:52,2024-06-13 3:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797514,0,C0000982,648NC,NYSEG,NYC,6407862,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-12 3:51,2024-06-12 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796993,0,C0000982,648NC,NYSEG,NYC,6406352,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-11 3:51,2024-06-11 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796520,0,C0000982,648NC,NYSEG,NYC,6404909,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-10 3:50,2024-06-10 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795841,0,C0000982,648NC,NYSEG,NYC,6402693,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-07 3:51,2024-06-07 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795300,0,C0000982,648NC,NYSEG,NYC,6401138,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-06 3:51,2024-06-06 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794630,0,C0000982,648NC,NYSEG,NYC,6399435,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-05 3:51,2024-06-05 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794104,0,C0000982,648NC,NYSEG,NYC,6397854,KUBRA,DEST,,E7,N0,USD,0,0,0,0,0,INV0204269,2024-07-02,2024-06-04 3:51,2024-06-04 3:51,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
